Gene,Coordinates
LOC112081404,11:6469119-6469413
LOC112081403,11:59960456-59960750
LOC112081402,11:59669076-59669370
LOC112081401,11:58770856-58771150
LOC112081400,11:5581119-5581413
LOC112081399,11:48061357-48061651
LOC112081398,11:47943957-47944251
LOC112081397,11:45983038-45983332
LOC112081396,11:45899778-45900072
LOC112081395,11:45340058-45340352
LOC112081394,11:44709199-44709493
LOC112081393,11:34784582-34784876
LOC112081392,11:34603622-34603916
LOC112081391,11:3859579-3859873
LOC112067720,11:3379099-3379393
LOC112067719,11:2992299-2992593
LOC112067718,11:27635702-27635996
LOC112067717,11:27447342-27447636
LOC112067716,11:18775682-18775976
LOC112067715,11:18588602-18588896
LOC112067714,11:17704022-17704316
LOC112067713,11:17699542-17699836
LOC112067712,11:14422403-14422697
LOC112067711,11:133541414-133541708
LOC112067710,11:133403854-133404148
LOC112061823,11:130037074-130037368
LOC112061822,11:128235934-128236228
LOC112061821,11:126716494-126716788
LOC112061820,11:126416494-126416788
LOC112061819,11:124754373-124754667
LOC112042786,11:123478421-123478715
LOC112042785,11:123083621-123083915
LOC112042784,11:121689321-121689615
LOC112042783,11:120255340-120255634
LOC112042782,11:12366242-12366536
LOC112042781,11:12193142-12193436
LOC112042780,11:120124941-120125235
LOC112042779,11:119191300-119191594
LOC112042778,11:118658640-118658934
LOC112042777,11:118277434-118277728
LOC111982894,11:116424912-116425206
LOC111982893,11:113875547-113875841
LOC111982892,11:113665147-113665441
LOC111982891,11:111918745-111919039
LOC111982890,11:11404402-11404696
LOC111982889,11:100805578-100805872
LOC111982888,10:97889652-97889946
LOC111982887,10:97774832-97775126
LOC111982886,10:97764452-97764746
LOC111982885,10:96840952-96841246
LOC111982884,10:95324452-95324746
LOC111982883,10:95231032-95231326
LOC111982882,10:95097812-95098106
LOC111982881,10:94757932-94758226
LOC111982880,10:91908832-91909126
LOC111982879,10:90871812-90872106
LOC111982878,10:87025592-87025886
LOC111982877,10:86939452-86939746
LOC111982876,10:80289493-80289787
LOC111982875,10:79230232-79230526
LOC111982873,10:78407032-78407326
LOC111982872,10:77971251-77971545
LOC111982871,10:75210431-75210725
LOC111982870,10:72320771-72321065
LOC111982869,10:71805832-71806126
LOC111982868,10:70742533-70742827
LOC111982867,10:70648493-70648787
LOC111982866,10:70442373-70442667
LOC111982865,10:69475053-69475347
LOC111982864,10:69418173-69418467
LOC111982863,10:68527372-68527666
LOC111949323,10:68331832-68332126
LOC111946252,10:7687246-7687540
LOC111946251,10:7130507-7130801
LOC111946250,10:67763471-67763765
LOC111946249,10:61136171-61136465
LOC111946248,10:60130071-60130365
LOC111946247,10:58334769-58335063
LOC111946246,10:6583487-6583781
LOC111946245,10:6279506-6279800
LOC111946244,10:46002399-46002693
LOC111946243,10:49837163-49837457
LOC111946242,10:5596026-5596320
LOC111946241,10:5284466-5284760
LOC111946240,10:48476526-48476820
LOC111946239,10:44978781-44979075
LOC111946238,10:44966281-44966575
LOC111946237,10:42975621-42975915
LOC111946236,10:4947777-4948071
LOC111946234,10:4867637-4867931
LOC111946232,10:35332241-35332535
LOC111946231,10:25016360-25016654
LOC111946230,10:22042600-22042894
LOC111946229,10:21807200-21807494
LOC111946228,10:21751260-21751554
LOC111946227,10:21097600-21097894
LOC111946226,10:20954520-20954814
LOC111946225,10:16597710-16598004
LOC111946224,10:15679910-15680204
LOC111946223,10:15603650-15603944
LOC111946222,10:15434110-15434404
LOC111946221,10:133309105-133309399
LOC111875835,10:132311405-132311699
LOC111875834,10:125263620-125263914
LOC111875833,10:124712700-124712994
LOC111875832,10:123154073-123154367
LOC111875831,10:120942856-120943150
LOC111875830,10:119315117-119315411
LOC111875829,10:119080737-119081031
LOC111875828,10:118755037-118755331
LOC111875827,10:116836118-116836412
LOC111875826,10:114905430-114905724
LOC111875825,10:112461010-112461304
LOC111875824,10:112302371-112302665
LOC111875823,10:110664971-110665265
LOC111875821,10:103918111-103918405
LOC111875820,10:103651891-103652185
LOC111875819,10:103598852-103599146
LOC111875818,10:103367792-103368086
LOC111875817,10:101060632-101060926
LOC111875816,10:100890712-100891006
LOC111832675,10:99304552-99304846
LOC111832674,10:974049-974343
LOC111828531,X:55007656-55008070
LOC111828530,9:120842831-120843185
LOC111828529,8:41792111-41792625
LOC111828528,6:42028551-42028885
LOC111828527,6:37791393-37791707
LOC111828526,6:152095214-152095528
LOC111828525,6:142413492-142413806
LOC111828524,5:151771628-151771922
LOC111828522,5:10485017-10485371
LOC111828520,4:74531892-74532226
LOC111828517,4:13484225-13484779
LOC111828516,3:43179057-43179411
LOC111828515,3:197541778-197542172
LOC111828514,3:126752206-126752560
LOC111828513,2:27321082-27321396
LOC111828512,2:222709290-222709584
LOC111828511,2:216114706-216115020
LOC111828510,2:102143609-102143963
LOC111828509,22:49372666-49373000
LOC111828508,22:45969109-45969403
LOC111828507,22:27669332-27669726
LOC111828506,22:23539602-23539916
LOC111828505,1:36248328-36248682
LOC111828504,1:244341687-244341981
LOC111828503,1:18941275-18941589
LOC111828496,1:156291398-156291732
LOC111828495,19:5585878-5586212
LOC111828494,19:48563392-48563706
LOC111828492,19:4375752-4376066
LOC111828491,19:4374592-4374946
LOC111828490,17:8420371-8420685
LOC111822952,17:58338028-58338582
LOC111822951,16:14501552-14501866
LOC111822950,16:14310572-14310866
LOC111822949,15:90869679-90870053
LOC111822948,15:51228452-51228766
LOC111822946,11:75428204-75428518
LOC111818969,11:65027257-65027551
LOC111818968,11:61695997-61696291
LOC111818967,10:47754711-47755065
LOC111818966,10:46586754-46587108
LOC111818965,10:4663157-4663471
LOC111818964,10:32207501-32207835
LOC111818963,10:124647780-124648114
LOC111818962,10:122141154-122141468
LOC111818958,10:122063234-122063548
LOC111818956,8:12436460-12437014
LOC111811970,19:42034757-42035091
LOC111811969,8:53945069-53945363
LOC111811968,2:7037758-7038052
LOC111811967,19:50329092-50329386
LOC111776220,2:46967950-46968244
LOC111776219,2:46435030-46435324
LOC111776218,1:119948666-119948960
LOC111776217,16:9127612-9127906
LOC111776216,12:121924723-121925017
LOC111776215,11:61129797-61130091
LOC110121507,10:43056442-43058441
LOC110121506,10:42980637-42982237
LOC110121505,10:95507959-95509585
LOC110121504,14:23442404-23443714
LOC110121503,10:42951826-42953179
LOC110121502,10:43086364-43087440
LOC110121501,17:55284102-55286538
LOC110121500,21:42590762-42594212
LOC110121499,22:31623379-31627836
LOC110121498,15:31303587-31308005
LOC110121497,20:32524531-32529311
LOC110121496,10:78175813-78180338
LOC110121495,21:34334577-34338488
LOC110121494,20:33421818-33425379
LOC110121493,18:31486196-31490343
LOC110121492,15:73374265-73378517
LOC110121491,15:63090346-63094142
LOC110121490,14:75993295-75997277
LOC110121489,12:21891137-21892666
LOC110121488,11:19206385-19210096
LOC110121487,11:19172537-19174989
LOC110121486,10:86684072-86689569
LOC110121485,10:73964099-73967969
LOC110121484,20:32976112-32981064
LOC110121483,11:16891589-16896198
LOC110121482,11:44268377-44272214
LOC110121481,21:34543666-34547364
LOC110121480,12:54018454-54021661
LOC110121479,11:69286730-69288911
LOC110121478,10:45557434-45560222
LOC110121476,10:22692966-22694360
LOC110121475,17:47291162-47292148
LOC110121474,22:21599079-21600013
LOC110121473,13:105115722-105119547
LOC110121472,10:112997945-112998897
LOC110121471,11:17412970-17415128
LOC110121470,10:78212633-78217575
LOC110121469,20:57439654-57444237
LOC110121468,16:82734004-82736442
LOC110121467,10:3045432-3048251
LOC110121466,10:91588732-91591966
LOC110121465,19:41431081-41432986
LOC110121464,15:98714511-98718999
LOC110121463,14:99573315-99577989
LOC110121462,11:69493417-69497766
LOC110121461,17:17535872-17540873
LOC110121460,11:119889021-119892949
LOC110121459,14:77040528-77045010
LOC110121458,19:13052697-13056541
LOC110121457,15:43879049-43881693
LOC110121456,12:54032854-54034005
LOC110121454,20:50689770-50692625
LOC110121453,11:8204499-8209136
LOC110121451,17:63674232-63677730
LOC110121450,16:88990989-88994615
LOC110121448,21:37855304-37856921
LOC110121447,14:57007426-57011372
LOC110121446,17:39674871-39678277
LOC110121445,10:79220559-79224285
LOC110121444,10:132628525-132633308
LOC110121443,16:66903173-66905657
LOC110121441,19:11141255-11144027
LOC110121440,18:12277697-12281651
LOC110121439,11:75553021-75555707
LOC110121438,18:51753004-51755110
LOC110121437,17:33750500-33751658
LOC110121436,16:73328910-73330393
LOC110121435,12:103220166-103221542
LOC110121434,11:16169319-16170907
LOC110121433,14:21703052-21705074
LOC110121431,14:68376040-68379058
LOC110121430,15:93981345-93983913
LOC110121429,21:26954008-26955434
LOC110121428,10:76396759-76398994
LOC110121427,10:76034145-76038131
LOC110121426,17:29667684-29669856
LOC110121424,14:23437378-23439005
LOC110121423,18:22469681-22472941
LOC110121422,14:75236670-75238350
LOC110121421,18:25228370-25230020
LOC110121420,18:21758991-21761961
LOC110121419,22:28350709-28352407
LOC110121418,11:126057160-126060423
LOC110121417,18:27920941-27924250
LOC110121416,18:28083899-28088892
LOC110121415,11:116651165-116651910
LOC110121414,14:53569235-53574178
LOC110121413,22:20420771-20424717
LOC110121412,14:68509687-68512666
LOC110121411,16:86909761-86912569
LOC110121410,16:73791294-73794667
LOC110121409,15:40091359-40093937
LOC110121408,12:23058548-23061810
LOC110121407,14:60653481-60655733
LOC110121406,10:35783344-35785363
LOC110121405,10:35636454-35638314
LOC110121404,14:56853946-56857601
LOC110121403,12:103177204-103179620
LOC110121402,12:102960550-102963140
LOC110121401,12:113663390-113666000
LOC110121400,13:27744442-27745997
LOC110121399,10:35683964-35687004
LOC110121398,18:25852759-25854861
LOC110121397,22:45845035-45846420
LOC110121396,10:117966288-117967650
LOC110121395,21:32849146-32851638
LOC110121394,18:25464143-25466889
LOC110121392,14:29241679-29244134
LOC110121391,14:36441957-36445155
LOC110121390,18:55351447-55352813
LOC110121389,12:17018777-17021842
LOC110121388,11:31874048-31877516
LOC110121386,17:65165144-65168148
LOC110121385,21:38989433-38991200
LOC110121384,13:30790781-30793754
LOC110121383,15:74578506-74580453
LOC110121382,10:74753403-74754923
LOC110121381,12:66733324-66735950
LOC110121380,17:13112330-13115142
LOC110121379,10:78535692-78537330
LOC110121378,11:1963842-1966142
LOC110121377,14:95370077-95373144
LOC110121376,14:75257721-75260295
LOC110121375,13:79658111-79660495
LOC110121374,12:58967849-58970737
LOC110121373,17:71003328-71004627
LOC110121372,14:76918298-76921354
LOC110121371,18:45553091-45555264
LOC110121370,20:55666588-55669614
LOC110121369,17:2176478-2177942
LOC110121368,21:16578692-16581339
LOC110121367,18:45588382-45590764
LOC110121366,10:75261440-75263087
LOC110121365,11:76046993-76049575
LOC110121364,10:76522834-76525230
LOC110121363,12:59066409-59068586
LOC110121362,14:54220865-54221777
LOC110121361,18:58804415-58807634
LOC110121360,13:77831993-77833579
LOC110121359,13:42593235-42595461
LOC110121358,14:68168126-68169343
LOC110121357,18:52046215-52048141
LOC110121356,16:61023614-61025721
LOC110121355,10:11679308-11680769
LOC110121354,14:79629396-79630967
LOC110121353,18:45362398-45364170
LOC110121352,18:44742358-44746036
LOC110121350,21:33093653-33096760
LOC110121349,12:97074925-97077311
LOC110121348,10:36765817-36768296
LOC110121347,13:35498777-35501835
LOC110121346,13:35198135-35200283
LOC110121345,15:96584824-96587064
LOC110121344,10:123067938-123070218
LOC110121343,11:12843785-12846999
LOC110121342,11:110130170-110132509
LOC110121341,21:16308841-16310481
LOC110121340,11:16401723-16404491
LOC110121339,16:52434617-52437850
LOC110121338,20:10812535-10813791
LOC110121337,22:27842325-27843730
LOC110121336,13:111615720-111616741
LOC110121335,16:10225972-10227019
LOC110121334,10:117830148-117831665
LOC110121333,14:56964169-56965628
LOC110121332,20:21507913-21509383
LOC110121331,21:32918474-32919807
LOC110121330,18:77857617-77858906
LOC110121329,18:25036867-25038718
LOC110121328,18:24656022-24657424
LOC110121327,14:29274168-29276675
LOC110121326,14:36504570-36505380
LOC110121325,14:53366739-53369492
LOC110121324,14:56952290-56954727
LOC110121323,12:102951489-102952902
LOC110121322,12:102977571-102978832
LOC110121321,20:40705542-40706419
LOC110121319,14:28756869-28758467
LOC110121318,18:78721722-78723257
LOC110121317,20:39248171-39248957
LOC110121315,18:25164704-25166306
LOC110121314,18:77784382-77786551
LOC110121313,18:55032639-55033995
LOC110121312,18:78701276-78702723
LOC110121311,10:100485085-100486577
LOC110121310,7:82410305-82411792
LOC110121309,4:47824449-47826035
LOC110121308,2:20578534-20580046
LOC110121307,1:225766688-225768183
LOC110121306,1:214107252-214108737
LOC110121305,4:23930438-23932069
LOC110121304,7:84813318-84814830
LOC110121303,5:126008814-126010550
LOC110121302,2:121954544-121957677
LOC110121301,6:100456252-100457191
LOC110121300,7:70266849-70269110
LOC110121299,7:70255471-70256881
LOC110121298,7:70181388-70184043
LOC110121297,7:69860882-69862698
LOC110121289,1:26093362-26098252
LOC110121288,3:38722136-38726916
LOC110121287,3:38542667-38545253
LOC110121286,3:38531396-38534541
LOC110121285,1:109274252-109276283
LOC110121284,5:177389375-177392188
LOC110121283,1:109253074-109256228
LOC110121282,9:136568507-136573895
LOC110121281,8:11739275-11744047
LOC110121280,8:11699806-11703497
LOC110121279,7:151756863-151760019
LOC110121278,7:151752947-151756627
LOC110121277,7:151692799-151697992
LOC110121276,7:151686256-151690588
LOC110121275,7:150962898-150966344
LOC110121274,6:7560927-7562502
LOC110121273,6:118536042-118538613
LOC110121272,5:173265198-173269966
LOC110121271,5:137694278-137697238
LOC110121270,3:52427966-52431115
LOC110121269,3:38578362-38581496
LOC110121268,2:71490876-71494083
LOC110121267,2:219429150-219432239
LOC110121266,1:237011218-237013545
LOC110121265,1:236997312-237000217
LOC110121264,1:236688083-236690415
LOC110121263,1:230750693-230754328
LOC110121262,1:156102512-156107058
LOC110121261,1:147748578-147753770
LOC110121260,1:11885471-11889433
LOC110121259,4:148052009-148056122
LOC110121258,1:10735049-10739184
LOC110121257,1:212531404-212533951
LOC110121256,1:38262513-38266844
LOC110121255,7:140210788-140214447
LOC110121254,7:107946717-107948447
LOC110121253,7:136057880-136060968
LOC110121251,1:246305949-246308048
LOC110121250,6:52388930-52391414
LOC110121249,6:84051774-84053626
LOC110121248,9:38038698-38040102
LOC110121247,6:7163717-7165821
LOC110121246,6:4358348-4359696
LOC110121245,7:50496544-50498008
LOC110121244,3:141860621-141861968
LOC110121243,2:68192841-68194859
LOC110121242,2:159029476-159032500
LOC110121241,5:176649731-176651529
LOC110121240,3:80547551-80555612
LOC110121239,3:158768467-158775583
LOC110121238,1:79075662-79083449
LOC110121237,4:6297014-6299211
LOC110121236,2:237894726-237898955
LOC110121235,2:47068636-47072293
LOC110121234,9:131234909-131239797
LOC110121233,8:30277526-30281393
LOC110121232,3:37764508-37767589
LOC110121231,6:163961310-163965357
LOC110121230,2:237313177-237316630
LOC110121229,2:237613736-237617924
LOC110121228,2:119487057-119491464
LOC110121227,2:240368562-240373577
LOC110121226,2:101109636-101113030
LOC110121225,6:150175547-150178465
LOC110121224,2:96257964-96261352
LOC110121223,1:3345529-3349801
LOC110121222,2:43217582-43220159
LOC110121221,1:156660457-156665492
LOC110121220,6:35489352-35492826
LOC110121218,8:141411247-141416252
LOC110121217,8:128975559-128976335
LOC110121216,2:170013097-170014655
LOC110121215,1:181151913-181154518
LOC110121213,1:8070379-8071827
LOC110121212,7:95607310-95611146
LOC110121211,5:172771670-172774006
LOC110121210,7:122327474-122331024
LOC110121208,8:105590637-105595180
LOC110121207,7:115811477-115814742
LOC110121205,1:230848777-230852235
LOC110121204,2:217936448-217938840
LOC110121203,7:159095629-159098671
LOC110121202,5:149422130-149425513
LOC110121201,2:240257940-240260738
