Gene,Coordinates
NDUFB4P3,17:19743415-19743880
TRG-CCC3-1,17:19764175-19764245
AKAP10,17:19807615-19881141
SPECC1,17:19912672-20222339
KCTD9P1,17:20014948-20016500
RNU6-258P,17:20029701-20029801
RNU6-1057P,17:20193570-20193671
CCDC144CP,17:20224487-20305504
RNU6-467P,17:20226314-20226423
UPF3AP2,17:20278129-20280257
USP32P3,17:20313829-20336381
SRP68P3,17:20319104-20320008
FAM106B,17:20320333-20321831
NOS2P3,17:20340137-20350557
LGALS9B,17:20352708-20370852
TNPO1P3,17:20384373-20387325
YWHAEP3,17:20394636-20394756
KRT16P5,17:20396945-20397528
KRT16P3,17:20404826-20407811
KRT17P6,17:20416819-20420858
KRT17P7,17:20422386-20425541
TBC1D3P3,17:20446794-20454042
LOC100132977,17:20458315-20458885
COTL1P2,17:20467727-20469999
CDRT15L2,17:20483037-20484224
ZSWIM5P2,17:20486871-20489772
MEIS3P2,17:20492163-20494128
LOC401875,17:20515849-20516480
LINC02088,17:20516291-20536564
LOC729334,17:20550613-20559328
LOC100287072,17:20619796-20641178
RNFT1P3,17:20645848-20657898
HNRNPA1P19,17:20674371-20674802
OLA1P2,17:20678761-20680272
SCDP1,17:20687687-20692927
ABHD17AP6,17:20744000-20747792
CCDC144NL,17:20766708-20799476
CCDC144NL-AS1,17:20771840-20833354
RNU6-1178P,17:20797845-20797951
RNASEH1P1,17:20805268-20806090
LOC339260,17:20841879-20885670
SPECC1P2,17:20859995-20861717
USP22,17:20902909-20946324
LINC01563,17:20978869-20993926
DHRS7B,17:21030241-21095343
TMEM11,17:21101267-21117474
RN7SL426P,17:21132647-21132941
NATD1,17:21142183-21156722
EIF1P5,17:21163280-21163813
MAP2K3,17:21188023-21218552
KCNJ12,17:21279669-21323182
PDLIM1P2,17:21348143-21348747
LINC02693,17:21431571-21454941
LOC100533653,17:21495944-21497476
NCOR1P2,17:21535940-21544596
LOC100287309,17:21561350-21562273
UBBP4,17:21729601-21731762
FTLP13,17:21747826-21748251
LOC100421165,17:21804480-21806012
FAM27E5,17:21825370-21826499
FLJ36000,17:21904062-21913070
MTND6P35,17:22018521-22018830
MTCYBP13,17:22018943-22020035
MTRNR2L1,17:22022741-22023989
MTND1P15,17:22024062-22025022
MTND2P13,17:22025225-22026250
MTCO1P13,17:22026638-22028178
NMTRS-TGA3-1,17:22028179-22028247
MTCO2P13,17:22028319-22028998
MTATP6P3,17:22029260-22029935
MTCO3P13,17:22029938-22030718
MTND4LP8,17:22031202-22031498
MTND6P34,17:22031834-22032099
LOC100419890,17:22105767-22106371
LOC100533640,17:22192655-22193720
LOC100129683,17:22203446-22204963
LOC100422478,17:25308718-25309308
PDLIM1P3,17:25329679-25330285
VN1R71P,17:25384424-25385371
LOC105371703,17:25399414-25416267
TUFMP1,17:25409518-25411149
RPL34P31,17:25601100-25601544
RPS16P8,17:25607455-25607987
MIR4522,17:25620936-25621022
WSB1,17:25621140-25642952
SYPL1P2,17:25678784-25679643
TBC1D3P5,17:25745031-25758649
KSR1,17:25783474-25953461
LOC100420848,17:25853138-25854293
ITM2BP1,17:25939599-25940277
LGALS9,17:25958214-25976586
NOS2P1,17:25978469-25991681
LOC100420408,17:25994183-25995292
CPDP1,17:26004831-26005113
LGALS9DP,17:26073066-26082305
NOS2,17:26083792-26127555
LYRM9,17:26205384-26220391
LINC01992,17:26255950-26318733
NLK,17:26369703-26523407
RPS29P22,17:26443265-26443432
PYY2,17:26553589-26555086
PPY2P,17:26574470-26575315
KRT18P55,17:26603012-26634408
TMEM97,17:26646226-26655711
IFT20,17:26655352-26662498
TNFAIP1,17:26662787-26674035
POLDIP2,17:26673659-26684550
TMEM199,17:26684670-26690705
MIR4723,17:26687677-26687757
SEBOX,17:26691290-26692173
VTN,17:26694305-26697328
SARM1,17:26698715-26731067
SLC46A1,17:26721661-26733230
H3P41,17:26743929-26744507
LOC101060112,17:26770375-26772942
RPS7P1,17:26794796-26795461
SLC13A2,17:26800662-26824799
FOXN1,17:26833366-26865918
UNC119,17:26873725-26879646
PIGS,17:26880405-26898542
ALDOC,17:26900138-26903913
SPAG5,17:26904592-26926043
SPAG5-AS1,17:26926151-26944395
RSKR,17:26934981-26941203
KIAA0100,17:26941458-26972177
SDF2,17:26975364-26989212
RPS12P28,17:26982627-26982999
SUPT6H,17:26989223-27029697
PROCA1,17:27030215-27038906
RAB34,17:27041299-27045286
RPL23A,17:27047003-27051377
SNORD42B,17:27047568-27047634
SNORD4A,17:27049600-27049671
SNORD42A,17:27050448-27050509
SNORD4B,17:27050699-27050772
TLCD1,17:27051366-27053950
NEK8,17:27055806-27070473
TRAF4,17:27071029-27077974
FAM222B,17:27082998-27169808
RPL31P58,17:27129445-27129811
ERAL1,17:27182034-27188079
MIR451A,17:27188387-27188458
MIR451B,17:27188389-27188456
MIR144,17:27188551-27188636
MIR4732,17:27188673-27188748
FLOT2,17:27206357-27224751
DHRS13,17:27224799-27230097
PHF12,17:27232268-27278536
LOC101927018,17:27253293-27271767
SEZ6,17:27281923-27333458
NDUFS5P7,17:27348219-27348712
PIPOX,17:27370159-27384234
MYO18A,17:27398140-27507416
TIAF1,17:27400539-27402627
LOC100421028,17:27524092-27524807
TWF1P1,17:27528578-27531563
CRYBA1,17:27573877-27581512
NUFIP2,17:27582857-27621166
RPL35AP35,17:27667456-27667888
RNU4-34P,17:27715578-27715701
TAOK1,17:27717381-27878921
MIR4523,17:27717680-27717748
RNU6-711P,17:27751780-27751885
RNU6-1034P,17:27772318-27772418
ABHD15,17:27887565-27894055
TP53I13,17:27895294-27900175
GIT1,17:27900493-27916666
ANKRD13B,17:27920150-27941779
CORO6,17:27941774-27948441
SSH2,17:27952956-28257246
RNU6-920P,17:27968629-27968720
RPL21P123,17:28043298-28043743
LOC100421100,17:28102736-28103710
RPL9P30,17:28182753-28183438
EFCAB5,17:28256921-28435470
RNY4P13,17:28386072-28386165
STX18P1,17:28395587-28396818
NSRP1,17:28443834-28513493
MIR423,17:28444097-28444190
MIR3184,17:28444104-28444178
SLC6A4,17:28521337-28562715
BLMH,17:28575221-28618962
RNU6-1267P,17:28615089-28615195
TMIGD1,17:28643351-28661075
RNU6-990P,17:28687481-28687584
CPD,17:28705945-28797007
GOSR1,17:28804426-28854610
ALOX12P1,17:28856704-28868858
LOC100420311,17:28883363-28885941
KRT17P3,17:28894778-28898833
SMURF2P1-LRRC37BP1,17:28903483-28964484
SMURF2P1,17:28927616-28942994
SH3GL1P2,17:28951336-28953841
LOC100420850,17:28956698-28964482
LRRC37BP1,17:28958773-28964482
RN7SL316P,17:29029522-29029793
SUZ12P1,17:29036626-29119848
CRLF3,17:29109702-29151710
RPS17P3,17:29157895-29158378
ATAD5,17:29158984-29222887
RNU6-298P,17:29188861-29188956
TEFM,17:29226004-29233256
ADAP2,17:29248963-29286340
RN7SL138P,17:29286582-29286868
RNF135,17:29298057-29326929
DPRXP4,17:29302353-29303022
LOC107984974,17:29335302-29373850
LOC646030,17:29361766-29386127
MIR4733,17:29421368-29421443
NF1,17:29421945-29704695
OMG,17:29621665-29624257
EVI2B,17:29630788-29641072
EVI2A,17:29643428-29648640
AK4P1,17:29672334-29674719
RAB11FIP4,17:29718693-29865230
RN7SL79P,17:29792561-29792850
RN7SL45P,17:29845459-29845747
MIR4724,17:29861901-29861989
TRT-CGT4-1,17:29877093-29877164
MIR193A,17:29887015-29887102
RNU6ATAC7P,17:29890789-29890910
MIR4725,17:29902288-29902377
MIR365B,17:29902430-29902540
RNU6-1134P,17:30040772-30040872
GPR160P2,17:30086845-30087963
COPRS,17:30178890-30186263
UTP6,17:30187923-30228727
SUZ12,17:30264026-30328057
RNA5SP437,17:30290824-30290952
LRRC37B,17:30334402-30380506
SH3GL1P1,17:30367355-30369851
WDR45BP1,17:30437209-30439713
LOC105371730,17:30468245-30470154
RHOT1,17:30469521-30552746
ARGFXP2,17:30477376-30478590
UBL5P2,17:30554796-30555205
RHBDL3,17:30592851-30651680
C17orf75,17:30655460-30669192
OOSP1P2,17:30670793-30671143
MIR632,17:30677128-30677221
ZNF207,17:30677176-30708904
NUDT15P2,17:30755106-30762447
PSMD11,17:30771528-30810337
CDK5R1,17:30814011-30818271
MYO1D,17:30819540-31204142
TMEM98,17:31255171-31271333
SPACA3,17:31318865-31324895
ASIC2,17:31340105-32483787
AA06,17:31856806-31860779
TLK2P1,17:32363723-32367069
RNA5SP438,17:32447075-32447186
LINC01989,17:32496395-32510651
CCL2,17:32582304-32584222
CCL7,17:32597240-32599261
CCL11,17:32612761-32615353
CCL8,17:32646454-32648421
CCL13,17:32683499-32685629
CCL1,17:32687347-32690252
C17orf102,17:32901142-32906388
TMEM132E,17:32906601-32966337
CCT6B,17:33254880-33288479
ZNF830,17:33288559-33290796
LIG3,17:33307531-33336762
OSTCP7,17:33332280-33333060
RFFL,17:33333009-33416245
RAD51L3-RFFL,17:33336131-33448541
RPL37P22,17:33403811-33404066
RAD51D,17:33419240-33446879
FNDC8,17:33448634-33457751
NLE1,17:33455749-33469322
UNC45B,17:33474836-33516364
LOC100130114,17:33517827-33518956
SLC35G3,17:33519539-33521412
SLFN5,17:33570091-33600674
SLFN11,17:33677324-33700640
UFM1P2,17:33702255-33704765
LOC729839,17:33733768-33734876
SLFN12,17:33737941-33760193
SLFN13,17:33762115-33775785
LOC100420061,17:33786305-33787763
SLFN12L,17:33801942-33864880
E2F3P1,17:33817051-33821400
TAF5LP1,17:33825073-33826196
SLFN14,17:33871004-33887838
LOC107985033,17:33880224-33882568
RPL39P32,17:33893483-33893888
SNHG30,17:33895133-33901332
SNORD7,17:33900676-33900772
PEX12,17:33901814-33905590
AP2B1,17:33914341-34053432
LOC100420062,17:33923552-33924149
RPL17P42,17:34046926-34047445
RASL10B,17:34058658-34070540
GAS2L2,17:34071530-34080258
MMP28,17:34083268-34122645
C17orf50,17:34087906-34092098
TAF15,17:34136488-34174246
HEATR9,17:34181959-34195895
CCL5,17:34198495-34207364
LRRC37A8P,17:34231224-34238027
LRRC37A9P,17:34239637-34240937
LOC100133244,17:34242317-34243328
RDM1,17:34245084-34257777
LYZL6,17:34261522-34270717
CCL16,17:34303535-34308533
CCL14,17:34310324-34313765
CCL15-CCL14,17:34310692-34329084
CCL15,17:34324618-34328592
CCL23,17:34340098-34345009
CCL18,17:34391632-34399392
CCL3,17:34415602-34417489
CCL4,17:34431220-34433007
RN7SL301P,17:34437543-34437840
LOC100419980,17:34445502-34446106
LOC100420851,17:34488980-34554514
TBC1D3B,17:34493063-34503996
CCL3L3,17:34522268-34524157
CCL4L2,17:34538465-34540275
YWHAEP6,17:34569145-34569252
TBC1D3C,17:34581085-34592022
CCL3P1,17:34610311-34611373
CCL3L1,17:34623842-34625731
LOC100420852,17:34742047-34794148
TBC1D3H,17:34746063-34757007
RNU6-1192P,17:34773400-34773506
TBC1D3F,17:34797172-34808058
ZNHIT3,17:34842525-34855156
RNA5SP439,17:34847043-34847166
MYO19,17:34851480-34890695
PIGW,17:34890814-34895152
GGNBP2,17:34900768-34946278
RPS2P50,17:34930261-34931184
DHRS11,17:34948309-34957233
MRM1,17:34958012-34965400
LHX1-DT,17:35218935-35293960
LHX1,17:35294772-35301912
AATF,17:35306254-35414171
MIR2909,17:35391042-35391110
ACACA,17:35441927-35766927
RPS2P49,17:35497494-35498338
HMGB1P24,17:35500385-35501303
RPL18AP12,17:35519494-35520110
SNORA90,17:35601717-35601891
C17orf78,17:35732927-35749662
TADA2A,17:35766977-35839830
LOC100419621,17:35814258-35815075
DUSP14,17:35849997-35873600
SYNRG,17:35874910-35969466
DDX52,17:35969787-36003475
MIR378J,17:35974976-35975084
HNF1B,17:36046434-36105050
YWHAEP7,17:36202573-36244363
RNU6-489P,17:36267501-36267607
TBC1D3L,17:36284005-36294915
RNA5SP526,17:36300249-36300335
LOC100420853,17:36333539-36334411
TBC1D3,17:36337528-36348621
NPEPPSP1,17:36351796-36413256
LOC101929950,17:36358218-36398302
MRPL45,17:36453134-36479094
GPR179,17:36480454-36499839
SOCS7,17:36507727-36561846
ARHGAP23,17:36584708-36668621
SRCIN1,17:36686266-36762205
EPOP,17:36827956-36831210
LOC105371763,17:36857397-36860997
MIR4734,17:36858515-36858584
MLLT6,17:36861526-36886048
MIR4726,17:36875944-36876001
CISD3,17:36886594-36891858
RNA5SP440,17:36888055-36888173
PCGF2,17:36890151-36904589
LOC100287808,17:36905287-36908005
TRN-GTT2-5,17:36908034-36908107
PSMB3,17:36908994-36920478
RNU6-866P,17:36911532-36911653
PIP4K2B,17:36921944-36955809
CWC25,17:36956694-36981574
MIR4727,17:36982091-36982145
C17orf98,17:36991339-36997691
RPL23,17:37004113-37009974
SNORA21B,17:37007777-37007911
SNORA21,17:37009116-37009248
RPS20P35,17:37011447-37011957
TRC-GCA14-1,17:37017937-37018008
TRC-GCA2-2,17:37023898-37023969
TRC-GCA4-1,17:37025545-37025616
LASP1,17:37026311-37078023
MIR6779,17:37071232-37071295
LINC00672,17:37081421-37085637
FBXO47,17:37092685-37123656
LINC02079,17:37182968-37183363
LRRC37A11P,17:37186159-37209458
RDM1P5,17:37213272-37237704
PLXDC1,17:37219566-37307890
TRC-GCA2-3,17:37309987-37310058
TRC-GCA2-4,17:37310744-37310815
ARL5C,17:37313147-37322414
CACNB1,17:37329706-37353922
RPL19,17:37356536-37360985
STAC2,17:37366794-37382198
LOC101929578,17:37394023-37402057
FBXL20,17:37408916-37558809
MIR548BC,17:37453653-37453762
MED1,17:37560538-37607516
CDK12,17:37617739-37690797
RNU6-233P,17:37702357-37702497
NEUROD2,17:37760021-37764173
PPP1R1B,17:37783205-37792877
STARD3,17:37793397-37820454
TCAP,17:37821602-37822807
PNMT,17:37824272-37826728
PGAP3,17:37827375-37844310
ERBB2,17:37844347-37884911
MIR4728,17:37882748-37882814
MIEN1,17:37884763-37886785
GRB7,17:37894191-37903538
IKZF3,17:37913968-38020565
KRT8P34,17:37990977-37992746
RPL39P4,17:37995425-37995826
ZPBP2,17:38024455-38034149
GSDMB,17:38060848-38074888
ORMDL3,17:38077294-38083854
LRRC3C,17:38083985-38101252
GSDMA,17:38119257-38134021
PSMD3,17:38137060-38154212
CSF3,17:38171693-38174066
MED24,17:38175357-38210661
MIR6884,17:38182585-38182662
SNORD124,17:38183795-38183898
THRA,17:38218446-38250120
NR1D1,17:38249046-38256842
MSL1,17:38278224-38293170
CASC3,17:38296790-38328424
MIR6866,17:38318186-38318254
RAPGEFL1,17:38333263-38351902
MIR6867,17:38349849-38349915
WIPF2,17:38375556-38440388
RNY4P8,17:38399475-38399569
CDC6,17:38444131-38460909
RARA,17:38465432-38513895
RARA-AS1,17:38497119-38499388
GJD3,17:38516904-38520989
PPIAP54,17:38524193-38524897
RNA5SP441,17:38530341-38530428
LOC100421674,17:38536918-38538090
TOP2A,17:38544777-38574148
RPL23AP75,17:38595670-38596194
IGFBP4,17:38599702-38613977
TNS4,17:38632086-38657875
CCR7,17:38710021-38721724
SMARCE1,17:38781214-38804070
KRT222,17:38810917-38821429
KRT24,17:38854243-38860004
KRT223P,17:38875236-38878226
KRT25,17:38904273-38911583
KRT26,17:38922490-38928411
KRT27,17:38933060-38938802
KRT28,17:38948448-38956211
KRT10,17:38974369-38978866
TMEM99,17:38975397-38992526
KRT12,17:39017555-39023475
KRT20,17:39032141-39041494
KRT23,17:39078952-39093898
KRT39,17:39114669-39123200
KRT40,17:39133967-39143387
KRTAP3-3,17:39149682-39150416
KRTAP3-2,17:39155445-39156158
KRTAP3-4P,17:39160772-39161011
KRTAP3-1,17:39164773-39165380
KRTAP1-5,17:39182278-39183460
KRTAP1-4,17:39185929-39186377
KRTAP1-3,17:39190136-39191126
KRTAP1-1,17:39196793-39197702
KRTAP2-1,17:39202793-39203568
KRTAP2-2,17:39210750-39211482
KRTAP2-3,17:39215492-39216366
KRTAP2-4,17:39221368-39222131
KRTAP2-5P,17:39228198-39228598
KRTAP4-7,17:39240459-39241396
KRTAP4-8,17:39253233-39254394
KRTAP4-16,17:39257976-39258448
KRTAP4-9,17:39261641-39262740
KRTAP4-11,17:39273433-39274625
KRTAP4-12,17:39279343-39280434
KRTAP4-6,17:39295685-39296739
KRTAP4-5,17:39305176-39306077
KRTAP4-4,17:39315901-39317000
KRTAP4-3,17:39323483-39324473
KRTAP4-2,17:39333698-39334473
KRTAP4-1,17:39340352-39341163
KRTAP4-17P,17:39342596-39343988
KRTAP9-1,17:39346139-39346891
KRTAP9-12P,17:39368967-39369668
KRTAP9-2,17:39382900-39383904
KRTAP9-3,17:39388701-39389706
KRTAP9-8,17:39394251-39395256
KRTAP9-4,17:39405939-39406905
KRTAP9-9,17:39411636-39412616
KRTAP9-6,17:39421630-39422112
KRTAP9-11P,17:39427529-39428285
KRTAP9-7,17:39431950-39432459
KRTAP9-10P,17:39436856-39437062
KRTAP29-1,17:39458078-39459103
KRTAP16-1,17:39463952-39465505
KRTAP17-1,17:39471164-39471962
TBC1D3P7,17:39479679-39485797
KRT33A,17:39502344-39507080
KRT33B,17:39519750-39526065
KRT34,17:39533921-39538558
KRT31,17:39549973-39553860
LOC100505782,17:39558668-39568840
KRT41P,17:39563635-39567984
KRT37,17:39576799-39580837
KRT38,17:39592406-39597235
KRT43P,17:39604714-39605656
KRT32,17:39615765-39623638
RNU2-32P,17:39624208-39624398
KRT35,17:39632962-39637403
KRT36,17:39642388-39646162
KRT13,17:39657233-39661864
KRT15,17:39669997-39675142
MIR6510,17:39673416-39673469
KRT19,17:39679869-39684560
LINC00974,17:39705858-39710747
KRT9,17:39722088-39728311
KRT14,17:39738531-39743147
KRT16,17:39766030-39769019
KRT17,17:39775694-39780827
KRT42P,17:39782579-39796451
EIF1,17:39845137-39848920
GAST,17:39868583-39872221
HAP1,17:39873991-39890898
RNA5SP442,17:39874406-39874495
RN7SL399P,17:39886379-39886657
JUP,17:39910861-39942963
P3H4,17:39958205-39968201
FKBP10,17:39969256-39979465
NT5C3B,17:39981309-39992484
KLHL10,17:39991937-40004636
KLHL11,17:40004770-40021676
ACLY,17:40023170-40075275
ODAD4,17:40086870-40118521
CNP,17:40118813-40129758
DNAJC7,17:40128453-40169457
NKIRAS2,17:40169594-40177659
ZNF385C,17:40177594-40250491
C17orf113,17:40190250-40202619
DHX58,17:40253429-40264732
KAT2A,17:40265129-40273385
HSPB9,17:40274822-40275370
RAB5C,17:40276997-40307007
KCNH4,17:40308909-40333160
HCRT,17:40336078-40337470
GHDC,17:40341105-40346512
STAT5B,17:40351195-40428409
STAT5A,17:40439565-40463961
STAT3,17:40465342-40540460
CAVIN1,17:40554467-40575274
RNU7-97P,17:40592216-40592277
ATP6V0A1,17:40610896-40674597
MIR548AT,17:40646791-40646848
MIR5010,17:40666206-40666325
PTP4A2P1,17:40685138-40686244
NAGLU,17:40688259-40696467
HSD17B1P1,17:40698771-40700993
HSD17B1-AS1,17:40704454-40706820
HSD17B1,17:40704941-40707232
COASY,17:40714166-40718295
MLX,17:40719118-40725221
PSMC3IP,17:40724328-40729849
RETREG3,17:40731526-40761445
TUBG1,17:40761701-40767256
ATP5MGP7,17:40799856-40800165
HMGB3P27,17:40800172-40800756
TUBG2,17:40811302-40819024
PLEKHH3,17:40819932-40829012
CCR10,17:40830907-40833861
CNTNAP1,17:40834549-40852011
EZH1,17:40852293-40897058
MIR6780A,17:40860102-40860169
RPL34P30,17:40866317-40866657
HMGN2P15,17:40904749-40905924
RAMP2-AS1,17:40905932-40913275
RAMP2,17:40913245-40915059
VPS25,17:40925467-40931617
WNK4,17:40932628-40949084
COA3,17:40949643-40950722
CNTD1,17:40950879-40963605
BECN1,17:40962150-40976300
MIR6781,17:40975898-40975961
PSME3,17:40985414-40995777
AOC2,17:40996597-41002724
AOC3,17:41003216-41010141
AOC4P,17:41019162-41021234
LINC00671,17:41026691-41050751
RNU6-287P,17:41043355-41043452
G6PC,17:41052816-41066455
RNY4P2,17:41084867-41084959
PTGES3L-AARSD1,17:41102543-41132545
AARSD1,17:41102543-41116471
PTGES3L,17:41120120-41132097
RUNDC1,17:41132582-41147159
RPL27,17:41150290-41154976
IFI35,17:41158801-41166473
VAT1,17:41166624-41174402
RND2,17:41177248-41184058
BRCA1,17:41196312-41277381
RPL21P4,17:41231278-41231833
NBR2,17:41277574-41305688
HMGN1P29,17:41296862-41297340
LOC101929767,17:41300383-41322420
BRCA1P1,17:41320087-41321971
NBR1,17:41322426-41363707
TMEM106A,17:41363894-41372061
CCDC200,17:41373437-41383336
LINC00910,17:41447213-41466266
RNU2-4P,17:41464597-41464785
RNU6-1137P,17:41473361-41473459
ARL4D,17:41476361-41478505
RNU6-470P,17:41489795-41489898
MIR2117HG,17:41522075-41528565
MIR2117,17:41522174-41522253
RNU6-406P,17:41522875-41522981
RNU6-971P,17:41550953-41551058
RPL29P31,17:41553522-41554133
DHX8,17:41561343-41622167
ETV4,17:41605214-41623708
MEOX1,17:41717757-41739290
WHSC1L2P,17:41795682-41797804
SOST,17:41831106-41836159
DUSP3,17:41843493-41856345
CFAP97D1,17:41857803-41864988
MPP3,17:41878179-41910514
CD300LG,17:41924544-41941007
MPP2,17:41952728-41987079
FAM215A,17:41994576-41995355
LRRC37A10P,17:42000144-42003768
LINC01976,17:42015629-42016330
PPY,17:42018172-42019844
PYY,17:42030101-42081813
NAGS,17:42081990-42086436
TMEM101,17:42088556-42100583
LSM12,17:42111696-42144955
G6PC3,17:42148041-42153712
HDAC5,17:42154121-42201009
LOC105371789,17:42193280-42197963
RNU6-131P,17:42213251-42213357
HROB,17:42219298-42239844
ASB16,17:42248072-42256452
ASB16-AS1,17:42253341-42264085
TMUB2,17:42264340-42269297
ATXN7L3,17:42269173-42277252
UBTF,17:42282408-42298672
MIR6782,17:42285139-42285207
SHC1P2,17:42304331-42307440
SLC4A1,17:42325758-42345503
RN7SL507P,17:42368225-42368519
RUNDC3A-AS1,17:42376942-42385799
RNU6-453P,17:42384456-42384540
RUNDC3A,17:42385969-42396038
SLC25A39,17:42396996-42402191
GRN,17:42422670-42430474
FAM171A2,17:42430583-42441221
RPL7L1P5,17:42442174-42443151
ITGA2B,17:42449549-42467017
GPATCH8,17:42472649-42580774
RN7SL258P,17:42486427-42486726
FZD2,17:42634852-42638630
SMCO4P1,17:42722634-42723783
LINC01180,17:42723732-42727717
MEIOC,17:42733836-42753169
CCDC43,17:42754808-42767144
DBF4B,17:42786033-42829632
RN7SL819P,17:42796229-42796498
RPL6P26,17:42797105-42797983
ADAM11,17:42836356-42859214
GJC1,17:42875816-42908202
HIGD1B,17:42923697-42927844
EFTUD2,17:42927316-42976813
RN7SL405P,17:42961354-42961642
CCDC103,17:42977097-42982758
GFAP,17:42980527-42992868
FAM187A,17:42980801-42982758
KIF18B,17:43002079-43025141
MIR6783,17:43011986-43012049
C1QL1,17:43037061-43045671
DCAKD,17:43100706-43138499
NMT1,17:43138685-43186384
